Filename,Title,Raw_Language,Raw_Epoch,Original_Date_Str,Y_min,Y_max,Target_Year,Source
044_Prolog_i_Bogoslovie_Nebesa_ot_Isbor_na_zianieto_na_Joan_Damaskin.txt,Prolog i Bogoslovie (Nebesa) ot Isbor na zianieto na Joan Damaskin,Old Russian,Church Slavonic,13th,1201,1300,1250,https://histdict.uni-sofia.bg/textcorpus/show/doc_151
045_Шестоднев.txt,Шестоднев,Old Serbian,Church Slavonic,13th,1201,1300,1250,https://histdict.uni-sofia.bg/textcorpus/show/doc_152
046_šestodnev_čast_2.txt,šestodnev čast 2,Old Serbian,Church Slavonic,13th,1201,1300,1250,https://histdict.uni-sofia.bg/textcorpus/show/doc_153
047_Life_of_Sergij_of_Radonezh.txt,Life of Sergij of Radonezh,Old Russian,Church Slavonic,14th,1301,1400,1350,https://github.com/torottreebank/treebank-releases/blob/master/sergrad.conll
048_Vita_Constantini.txt,Vita Constantini,Church Slavonic,Church Slavonic,14th,1301,1400,1350,https://github.com/torottreebank/treebank-releases/blob/master/vit-const.conll
049_Vita_Methodii.txt,Vita Methodii,Church Slavonic,Church Slavonic,14th,1301,1400,1350,https://github.com/torottreebank/treebank-releases/blob/master/vit-meth.conll
050_Dušanova_kodifikacija_ZKJU_I_DZ_Sofijski_prepis.txt,"Dušanova kodifikacija (ZKJU I DZ), Sofijski prepis",Resavian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_3
051_Slova_na_avva_Dorotej.txt,Slova na avva Dorotej,Middle Bulgarian,Church Slavonic,Mid-14th,1334,1367,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_12
052_Slovo_o_vi_sněch_iže_vidě_cr_šaikiš_oče_blgovij.txt,Slov(o) o vi sněch' iže vidě cr' šaik'iš' oče blg(o)vij,Resavian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_31
053_Borilov_sinodik.txt,Borilov sinodik,Middle Bulgarian,Church Slavonic, Last quarter of the 14th,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_33
054_Zadonščina.txt,Zadonščina,Old Russian,Church Slavonic,14th,1301,1400,1350,https://github.com/torottreebank/treebank-releases/blob/master/zadon.conll
055_Oustav_stgo_velikaago_i_văselenskago_iže_vă_Nikei_vtorago_săbora.txt,Oustav' stgo velikaago i văselenskago iže vă Nikei vtorago săbora,Middle Bulgarian,Church Slavonic,Last quarter of the 14th,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_39
056_Rešenie_na_săbora_na_patriarch_Mina.txt,Rešenie na săbora na patriarch Mina,Middle Bulgarian,Church Slavonic,Last quarter of the 14th,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_40
057_Molitva_na_postavlenie_cěsarja_fragment.txt,Molitva na postavlenie cěsarja (fragment),Middle Bulgarian,Church Slavonic,Last quarter of the 14th,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_43
058_Tomos_unionis.txt,Tomos unionis,Middle Bulgarian,Church Slavonic,Last quarter of the 14th,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_41
059_Mltva_na_postavlenie_kesara_se_že_i_na_postavlenie_chranitelě_polatě.txt,Mltva na postavlenie kesara se že i na postavlenie chranitelě polatě,Middle Bulgarian,Church Slavonic,Last quarter of the 14th,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_44
060_Mlitvy_styǫ_pjatidesjatnicǫ.txt,Mlitvy styǫ pjatidesjatnicǫ,Middle Bulgarian,Church Slavonic,Last quarter of the 14th century,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_45
061_čin_oumveni_v_styi_veli_četvrtok.txt,čin' oum'veni v' styi veli četvrtok,Middle Bulgarian,Church Slavonic,Last quarter of the 14th century,1376,1400,1388,https://histdict.uni-sofia.bg/textcorpus/show/doc_46
062_Slovo_za_različnata_nepravda.txt,Slovo za različnata nepravda,Old Russian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_51
063_Poučenie_za_spasenieto_na_dušata.txt,Poučenie za spasenieto na dušata,Old Russian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_53
064_Žitie_na_sv_Teodopa_Aleksanidrijska.txt,Žitie na sv. Teodopa Aleksanidrijska,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_50
065_Triodna_čast_na_Patriaršeski_chomiliar_II.txt,Triodna čast na Patriaršeski chomiliar II,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_56
066_Slovo_pochvalno_cpsano_klimentom_episkoupom_na_pamjat_blaženaego_proroka_Zacharija_i_o_rodstvě_ioana_krstiatelě.txt,Slovo pochval'no c'p'sano klimentom' episkoupom' na pamjat' blaženaego proroka Zacharija i o rod'stvě ioana kr'stiatelě,Old Russian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_105
067_Pamjat_svjataego_Aleksiě_člověka_bžiě.txt,Pamjat' svjataego Aleksiě člověka bžiě,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_104
068_Pachvala_prědvnaego_žitiě_Ilija_proroka.txt,Pachvala prědv'naego žitiě Ilija proroka,Old Serbian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_107
069_Pochvala_stouemou_Klimenătou_patriarchou_Rimskou.txt,Pochvala stouemou Klimenătou patriarchou Rim'skou,Old Russian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_108
070_Slovo_pochvalno_archanglou_Michailou_i_Gavriilou.txt,Slovo pochval'no archanglou Michailou i Gavriilou,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_109
071_Pochvala_sbjatouemou_kurilou_Oučitelju_clověnskou_jazykou.txt,Pochvala sbjatouemou kurilou Oučitelju clověn'skou jazykou,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_110
072_Pooučenie_na_pamjat_stouju_vrchovnjuju_apostolou_Petra_i_Pavla.txt,Pooučenie na pamjat' stouju vr'chov'njuju apostolou Petra i Pav'la,Old Russian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_115
073_Slovo_na_cvětonosnǫjǫ_nedělǫ.txt,Slovo na cvětonos'nǫjǫ nedělǫ,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_116
074_Stgo_otca_metodiě_stchry_glas.txt,Stgo otca metodiě stchry glas,Old Serbian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_120
075_Slovo_pochvalno_Noanou_Krstitelju.txt,Slovo pochval'no Noanou Kr'stitelju,Old Serbian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_124
076_Žitie_i_žizn_prdpbiyǫ_matere_našę_paraskevi.txt,Žitie i žizn' prdpbiyǫ matere našę paraskevi,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_155
077_Dioptra_na_Filip_Monotrop.txt,Dioptra na Filip Monotrop,Old Russian,Church Slavonic,First quarter of the 14th,1301,1325,1313,https://histdict.uni-sofia.bg/textcorpus/show/doc_160
078_Germanov_sbornik_Čast_1_slovo_1_15.txt,Germanov sbornik Čast' 1 (slovo 1-15),Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_161
079_Germanov_sbornik_Čast_2_slovo_16_28.txt,Germanov sbornik Čast' 2 (slovo 16-28),Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_162
080_Germanov_sbornik_Čast_3_slovo_29_44.txt,Germanov sbornik Čast' 3 (slovo 29-44),Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_163
081_Pověsti_o_isvěstovannyich_veščei_eže_o_kralechă_pričę.txt,Pověsti o isvěstovannyich veščei eže o kralechă pričę,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_165
082_Prěmǫdrago_manasia_i_ltopisca_cbranie_ltno_1.txt,Prěmǫdrago manasia i l'topisca c'branie l'tno 1,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_166
083_Prěmǫdrago_manasia_i_ltopisca_cbranie_ltno_2_3.txt,Prěmǫdrago manasia i l'topisca c'branie l'tno 2-3,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_167
084_Prěmǫdrago_manasia_i_ltopisca_cbranie_ltno_4_5.txt,Prěmǫdrago manasia i l'topisca c'branie l'tno 4-5,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_168
085_Prěmǫdrago_manasia_i_ltopisca_cbranie_ltno_6_7.txt,Prěmǫdrago manasia i l'topisca c'branie l'tno 6-7,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_169
086_Berlinski_sbornik.txt,Berlinski sbornik,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_173
087_Molitva_za_podpečatvaneneznamenovane_na_mladenec_na_osmija_den_sled_raždaneto_i_priemane_na_ime_Archaična_versija.txt,Molitva za podpečatvane/neznamenovane na mladenec na osmija den sled raždaneto i priemane na ime. Archaična versija,Old Russian,Church Slavonic,Second half of the 14th,1351,1400,1375,https://histdict.uni-sofia.bg/textcorpus/show/doc_181
088_Božstvnaa_služba_iže_v_svętych_Vasilia_Velikago.txt,Bož'stvnaa služba iže v svętych' Vasilia Velikago,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_219
089_Božstvnaa_služba_svętych_liturgia_diakonskaa_kuri_Evevmia_patriarcha_Trnovskago.txt,"Bož'stvnaa služba svętych' liturgia diakonskaa kuri Evevmia, patriarcha Tr'novskago",Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_220
090_Kur_Eveimia_patriarcha_molitva_na_kotoryǫęžde_litię_o_cari.txt,Kur' Eveimia patriarcha molitva na kotoryǫęžde litię o cari,Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_222
091_Pochvalnoe_cvętomou_Muchaulou_voinou_săpisanoe_Eveimiem_pariarchom_Trănovskym.txt,"Pochvalnoe cvętomou Muchaulou voinou, săpisanoe Eveimiem', pariarchom Trănovskym",Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_215
092_Molitvi_protiv_epidemii_123_Iny_molitvy_pročitaemyǫ_vănegda_bǫdet_sămrătonosie.txt,"Molitvi protiv epidemii -1,2,3. Iny molitvy, pročitaemyǫ vănegda bǫdet sămrătonosie",Middle Bulgarian,Church Slavonic,14th,1301,1400,1350,https://histdict.uni-sofia.bg/textcorpus/show/doc_223
093_Stgo_Isaie_prorka_o_budušich_lětěch_i_o_crěm_skazanie_i_o_antichrsta_iže_choščt_byti.txt,Stgo Isaie pr(o)rka o buduši(ch) lětě(ch) i o crěm' skazanie i o antichr(s)ta iže chošč(t) byti,Resavian,Church Slavonic,Last quarter of the 15th,1476,1500,1488,https://histdict.uni-sofia.bg/textcorpus/show/doc_19
094_The_list_of_the_Novgorodians_losses.txt,The list of the Novgorodians’ losses,Old Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/torottreebank/treebank-releases/blob/master/nov-list.conll
095_S_bgom_počinaem_razoumnik_sie_jes_oučitel_vsem_clovom_ga_ba_i_spasa_našego_Ivs_Cha_I_red.txt,S' bgom' počinaem' razoumnik' sie je(s) oučite(l) v'sem' clovom' ga ba i spa(s)a našego Iv(s) Cha (I red.),Resavian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_22
096_Slovo_ga_našeg_Isu_Cha_o_nem_kogda_čto_sătvoril_es_I_red_fragment.txt,Slovo ga naše(g) Isu Cha o ne(m) kog(d)a čto sătvoril' e(s) (I red. fragment),Middle Bulgarian,Church Slavonic,Last quarter of the 15th,1476,1500,1488,https://histdict.uni-sofia.bg/textcorpus/show/doc_23
097_Chrismi_na_Lăv_Mădri.txt,Chrismi na Lăv Mădri,Middle Bulgarian,Church Slavonic,Last quarter of the 15th,1476,1500,1488,https://histdict.uni-sofia.bg/textcorpus/show/doc_29
098_Slovo_o_antichristě_oč_blvi.txt,Slovo o antichristě o(č) blvi,Old Serbian,Church Slavonic,Middle 15th,1434,1467,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_30
099_Dialozi.txt,Dialozi,Old Russian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_32
100_Pochvalno_slovo_za_Vrăbnica.txt,Pochvalno slovo za Vrăbnica,Old Russian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_101
101_Slovo_o_stěi_troici_tvari_i_o_sǫdě.txt,Slovo o stěi troici tvari i o sǫdě,Old Russian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_119
102_Slovo_o_stěi_troici_i_o_tvari_i_o_sǫdě.txt,Slovo o stěi troici i o tvari i o sǫdě,Old Russian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_130
103_Pooučenie_o_prěčstnyich_tainachă.txt,Pooučenie o prěč'st'nyich tainachă,Old Russian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_131
104_Prěppdobnomu_i_bgonosnomu_otcu_ioannu_pustynožitelju_pylskomu_kanoni_pěvaemu_vă_sǫbotǫ.txt,Prěppdobnomu i bgonosnomu otcu ioannu pustynožitelju pylskomu kanon'i pěvaemu vă sǫbotǫ,Middle Bulgarian,Church Slavonic,Second half of the 15th,1451,1500,1475,https://histdict.uni-sofia.bg/textcorpus/show/doc_135
105_žitie_i_žizn_prpodbnaago_otca_našego_ilariona_epskpa_moglenskago.txt,žitie i žizn' prpodbnaago otca našego ilariona epskpa moglenskago,Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_157
106_pochvalnoe_stym_velimym_iravnoapstonym_crem_Konstantinou_i_Eleně.txt,pochvalnoe stym' velimym' iravnoapsto'nym' crem' Konstantinou i Eleně,Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_158
107_Pochvalnoe_stoi_velikomici_nedli.txt,Pochvalnoe stoi velikomici nedli,Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_159
108_Druga_molitva_za_rodilka.txt,Druga molitva za rodilka,Old Russian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_183
109_Torožde_Eveimia_patriarcha_Trănovskago_kă_sveščenněišomu_mitropolitu_Ougrovlachiiskomou_kură_Aneimou.txt,"Torožde Eveimia patriarcha Trănov'skago, kă sveščenněišomu mitropolitu Ougrovlachiiskomou, kură An'eimou",Resavian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_202
110_Žitie_i_žizn_prěpodonyǫ_matere_našǫ_Filofei.txt,Žitie i žizn' prěpodonyǫ matere našǫ Filofei,Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_205
111_Eveimia_patriarcha_Trănovskago_kă_Nikodimou_sveščennoinokou_iže_vă_Tismeně.txt,"Eveimia patriarcha Trănov'skago, kă Nikodimou, sveščennoinokou iže vă Tismeně",Resavian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_211
112_Božstvnaa_sloužba_prěždesvęnnaa.txt,Bož(')stvnaa slouž'ba prěždesvęnnaa,Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_212
113_Torožde_Eveimia_patriarcha_Trănovskago_poslanie_kă_Kvprianou_mnichou.txt,"Torožde Eveimia, patriarcha Trănov'skago, poslanie kă Kvprianou mnichou",Resavian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_213
114_Božstvnaa_služba_iže_vă_svętychă_otca_naševo_Ivanna_Zlatoustago_archieposkopa_Kostantině_grada.txt,"Bož'st'vnaa služba iže vă svętychă otca naševo Ivanna Zlatoustago, archieposkopa Kostantině grada",Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_214
115_Torožde_molitvy_vă_načalo_indikty_byvšu_i_togda_cămrătokosiu.txt,"Torožde molitvy vă načalo indikty, byvšu i togda cămrătokosiu",Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_216
116_Blagodarim_tę_gospodi_bože_našă_o_văsěch_ichže_ot_věka.txt,"Blagodarim tę, gospodi, bože našă, o văsěch, ichže ot věka",Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_217
