id,url,date,content,carrier,carrier_category,place,text,reconstruction,translation,alphabet,writing_method,position,preservation,date_details,date_justification,comment
11,https://epigraphica.ru/epigraphy/inscription/show/11,1120–1140,Надпись с обращением «друже»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,пои⸗,,"‘Поиди, друже’. ( )",кириллица,дипинто,"лестничная башня, стена, над третьей ступенью над первой площадкой (17-й ступенью), 172 см над ступенью ( )",фрагмент (15-50%),,,
12,https://epigraphica.ru/epigraphy/inscription/show/12,1120–1140,Автограф старшего дьяка Улана,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,ꙋлан[ъ],,"‘Писал Улан, добрый дьяк’. ( )",кириллица,дипинто,"лестничная башня, стена, над седьмой ступенью над первой площадкой (21-й ступенью), 211 см над ступенью ( )",с небольшими утратами (>85%),,,
13,https://epigraphica.ru/epigraphy/inscription/show/13,1120–1500,Надпись с топонимом «Руса»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,рꙋ[с](-),,‘Рус(c)а’ ( ),кириллица,граффито,"лестничная башня, стена, над 12-й ступенью над первой площадкой (26-й ступенью), 75 см над ступенью ( )",фрагмент (15-50%),после [1140] ( ),,
14,https://epigraphica.ru/epigraphy/inscription/show/14,1120–1500,Надпись с упоминанием жителя [Старой] Рус(с)ы,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,руш(-)ни,,‘Рушанин’ ( ),кириллица,граффито,"лестничная башня, стена, над 11-й ступенью над первой площадкой (26-й ступенью), 95 см над ступенью ( )",с небольшими утратами (>85%),после [1140] ( ),,
15,https://epigraphica.ru/epigraphy/inscription/show/15,1120–1200,Надпись с именем «Гюрьги»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Гюрьге,,‘Гюрьгия’ ( ),кириллица,граффито,"лестничная башня, стена, над 19-й ступенью над первой площадкой (33-й ступенью), 77 см над ступенью ( )",целая (100%),"после [1100], предпочт. [1100–1200] ( )",,
16,https://epigraphica.ru/epigraphy/inscription/show/16,1120-1140,Ламентация,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,о[ух]ъ м[и],,‘Увы мне!’ ( ),кириллица,дипинто,"лестничная башня, стена, над 20-й ступенью над первой площадкой (34-й ступенью), 67 см над ступенью ( )",с небольшими утратами (>85%),,,
17,https://epigraphica.ru/epigraphy/inscription/show/17,1120–,Запись лежащей на боку буквы «б»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Б,,,кириллица,граффито,"лестничная башня, стена, над 22-й ступенью над первой площадкой (36-й ступенью), 67 см над ступенью ( )",целая (100%),,,
18,https://epigraphica.ru/epigraphy/inscription/show/18,←1300–1340,Надпись с именем «Опраксия»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,[О]праѯ[и]ѧ,,‘Опраксия’ ( ),кириллица,граффито,"лестничная башня, столб, над второй площадкой (38-й ступенью), 30 см от правого края площадки, 116 см над площадкой ( )",с небольшими утратами (>85%),[1300–1340] ( ),,
19,https://epigraphica.ru/epigraphy/inscription/show/19,1120–1140,Запись буквы «а»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,а,,,кириллица,дипинто,"лестничная башня, столб, над первой ступенью над второй площадкой (39-й ступенью), 144 см над ступенью ( )",целая (100%),,,Буква написана зеркально.
20,https://epigraphica.ru/epigraphy/inscription/show/20,1120–1240,Подпись к простому изображению креста,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Ис҃|im.|Хъ҃,,‘Иисус Христос’ ( ),кириллица,граффито,"лестничная башня, столб, над второй ступенью над второй площадкой (40-й ступенью), 107 см над ступенью ( )",целая (100%),предпочт. до [1240] или после [1360] ( ),,
21,https://epigraphica.ru/epigraphy/inscription/show/21,1120–1240,Автограф Петра,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Петрв|vac.|ф҃,,‘Петр писал’. ( ),кириллица,граффито,"лестничная башня, стена, над восьмой ступенью над второй площадкой (46-й ступенью), 110 см над ступенью ( )",целая (100%),"в V «нижняя косая к мачте» 1140> (1140–1380), в 4 «выступ вверху» <1280 (<1200), е 4 «язычок вниз» 1100> (1100–1400), р IVа «углом вниз (криволинейные)» 1160> (1240>). Итого: [1160–1280], предпочт. [1200–1240] ( )",,"«А. В. Виннер прочел граффито как Петр в (…) ф҃ , то есть ‘Петр в лето 500...’, предположив, что между в и ф҃ могли находиться стершиеся буквы. В свою очередь А. А. Медынцева дала чтение Петръ ф҃ и интерпретировала ф҃ как искаженное ѱ҃ <пьсалъ>. На самом деле, А. В. Виннер прочел все буквы верно. Возможно, последние две буквы надписи — в и ф — написаны вместо графически близких к ним ъ и ѱ , то есть перед нами слова Петръ ѱ҃ с намеренно (?) искаженным обликом двух последних букв. Палеографическая дата граффито не позволяет принять предположение А. В. Виннера о единовременности исполнения рисунка и надписи»( )."
22,https://epigraphica.ru/epigraphy/inscription/show/22,1120–1140,Приписка к изображению святого (архангела?),Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,пома⸗,,‘Помогай’ ( ),кириллица,дипинто,"лестничная башня, стена, над восьмой ступенью над второй площадкой (46-й ступенью), 127 см над ступенью ( )",целая (100%),,,
23,https://epigraphica.ru/epigraphy/inscription/show/23,1120–,Запись буквы «ѧ»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,ѧ,,,кириллица,граффито,"лестничная башня, столб, над третьей площадкой (48-й ступенью), у левого края площадки, 84 см над площадкой ( )",целая (100%),,,
24,https://epigraphica.ru/epigraphy/inscription/show/24,1400-1500,Надпись «Христос»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Хр-⸗,,‘Христос’ ( ),кириллица,граффито,"лестничная башня, столб, над третьей площадкой (48-й ступенью), 50 см от правого края площадки, 112 см над площадкой ( )",с небольшими утратами (>85%),,,
25,https://epigraphica.ru/epigraphy/inscription/show/25,1740–1920,Надпись «Deus»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,D[e]us,,‘Бог’,латиница,граффито,,с небольшими утратами (>85%),,,
26,https://epigraphica.ru/epigraphy/inscription/show/26,1740–1920,Цитата из Пс. 103: 18,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,камень при[б]ѣжи[щ]е,,‘Камень – прибежище зайцам’ ( ),кириллица ( ),граффито,"Лестничная башня, столб, над третьей площадкой (48-й ступенью), у правого края площадки, 180 см над площадкой. ( )",с небольшими утратами (>85%),,,
27,https://epigraphica.ru/epigraphy/inscription/show/27,1120–,Криптограмма (?),Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,,,,латиница ( ),граффито,"Лестничная башня, столб, над второй ступенью над третьей площадкой (50-й ступенью), 72 см над ступенью. ( )",целая (100%),,,
28,https://epigraphica.ru/epigraphy/inscription/show/28,1580–1590,Надпись с именем «Улияния»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,Улияния …,,‘Улияния’ ( ),кириллица ( ),граффито,"Жертвенник, северная стена, верхнее окно, восточный откос, верхняя часть. ( )",с небольшими утратами (>85%),[1500–1600] ( ),,
29,https://epigraphica.ru/epigraphy/inscription/show/29,1580–1590,Надпись с именем «Настасия» или «Наталия»,Стены церкви Рождества Богородицы Антониева монастыря,стена церкви,Церковь Рождества Богородицы Антониева монастыря,На- ҇ та-ия,,‘На(с)тасия’ / ‘Наталия’ ( ),кириллица ( ),граффито,"Жертвенник, северная стена, верхнее окно, западный откос, верхняя часть. ( )",с небольшими утратами (>85%),[1500–1600] ( ),,
30,https://epigraphica.ru/epigraphy/inscription/show/30,1050-1080,"Запись о сборе дани с волости, прилегающей к реке Емца",Цилиндр № 1,цилиндрическая бирка,Неревский раскоп,Ѣм⸗,,Емца [название реки и прилегающей к ней волости]. 3 гривны. ( ),кириллица,граффито,Надпись в три строки,целая (100%),,,
31,https://epigraphica.ru/epigraphy/inscription/show/31,1080-1100,«Княжеский (или: княжеское)»,Цилиндр № 2,цилиндрическая бирка,Неревский раскоп,кън⸗,,‘Княжеский ( или : княжеское)’ ( ),кириллица,граффито,Надпись в две строки. ( ),с небольшими утратами (>85%),,,"Публикаторы замечают, что букву после к можно истолковать и как ь , а не ъ ."
32,https://epigraphica.ru/epigraphy/inscription/show/32,1000-1100,"Запись о сборе дани с волости, прилегающей к реке Емца (?)",Цилиндр № 5,цилиндрическая бирка,Легощенский раскоп,…ъча ·ї·,,...10 гривен'. ( ),кириллица,граффито,Надпись в две строки ( ),с утратами (50-85%),,,
33,https://epigraphica.ru/epigraphy/inscription/show/33,1000-1050,"Запись о дани, собранной мечником на Тихмяге",Цилиндр № 6,цилиндрическая бирка,Троицкий раскоп,мецъниц⸗,,Мешок мечника. В Тихм-ге три с половиной [гривны]' ( ),кириллица,граффито,Надпись в шесть строк ( ),с небольшими утратами (>85%),"Можно предполагать, что этот цилиндр относится к тому же мощному комплексу деревянных цилиндров XI — нач. XII в., который был обнаружен на той же усадьбе Е Троицкого раскопа в 1999 г. В связи с этим датировка этого цилиндра самым начальным отрезком его стратиграфического интервала, предлагавшаяся ранее, ныне оказывается под некоторым сомнением. ( )",,
34,https://epigraphica.ru/epigraphy/inscription/show/34,980-1050,Запись о месте и количестве собранной дани,Цилиндр № 7,цилиндрическая бирка,Троицкий раскоп,въ -и⸗инѣ… гр҃и,,,кириллица,граффито,Надпись в три строки ( ),с утратами (50-85%),,,Структура надписи прозрачна: «В таком-то пункте столько-то гривен». Но название населенного пункта пока что надежно восстановить не удается.
35,https://epigraphica.ru/epigraphy/inscription/show/35,1120-1150,"Запись о количестве дани, собранной на Пинеге",Цилиндр № 11,цилиндрическая бирка,Троицкий раскоп,(в)[ъ] Пинезѣ,,‘На Пинеге 3 тысячи.’ ( ),кириллица,граффито,,с небольшими утратами (>85%),,,
36,https://epigraphica.ru/epigraphy/inscription/show/36,1080-1100,Владельческая надпись и указание суммы дани,Цилиндр № 13,цилиндрическая бирка,Фёдоровский раскоп,…,,'…рев 5 гривен'. ( ),кириллица,граффито,сохранились две последние строки ( ),фрагмент (15-50%),,,"Отрезок ревъ мог быть концом, например, от мѣхъ Лазоревъ или чего-то похожего; ср. надписи на цилиндрах № 14 , 21 и 50 ; но возможны, конечно, и другие варианты. (НГБ XI)"
37,https://epigraphica.ru/epigraphy/inscription/show/37,1100-1120,Владельческая надпись Нежаты и указание суммы дани,Цилиндр № 14,цилиндрическая бирка,Троицкий раскоп,Нѣжа⸗,,Нежатин мешок - [столько-то] гривен' ( ),кириллица,граффито,надпись в пять строк ( ),с утратами (50-85%),,,
38,https://epigraphica.ru/epigraphy/inscription/show/38,1100-1120,Владельческая надпись Хотена,Цилиндр № 15,цилиндрическая бирка,Троицкий раскоп,Хотѣ⸗,,'Хотен' ( ),кириллица,граффито,Надпись в две строки ( ),целая (100%),,,
39,https://epigraphica.ru/epigraphy/inscription/show/39,1080-1120,"Запись о дани, собранной мечником в Усть-Ваге",Цилиндр № 19,цилиндрическая бирка,Троицкий раскоп,оусть⸗,,Усть-Вага. Мешок мечника. Три гривны' ( ),кириллица,граффито,Надпись в семь строк ( ),целая (100%),,,
40,https://epigraphica.ru/epigraphy/inscription/show/40,1080-1100,Фрагментированная надпись,Цилиндр № 20,цилиндрическая бирка,Троицкий раскоп,ва,,,,,,,,,
41,https://epigraphica.ru/epigraphy/inscription/show/41,1100-1120,Владельческая надпись мечника Хотена,Цилиндр № 21,цилиндрическая бирка,Троицкий раскоп,Текст 1:Текст 2:Хотѣ⸗(н)ъ,,Это мешок мечника Хотена' ( ),кириллица,граффито,Первая надпись (Текст 1) в пять строк. От нее остались лишь следы: уже в древности ее стесали. По стесанному вырезана вторая надпись (Текст 2) с поворотом на 180°.,с утратами (50-85%),,,
42,https://epigraphica.ru/epigraphy/inscription/show/42,1180-1200,Фрагментированная запись,Цилиндр № 26,цилиндрическая бирка,Троицкий раскоп,н,,,кириллица,граффито,,целая (100%),,,
43,https://epigraphica.ru/epigraphy/inscription/show/43,1180-1200,"Запись о процентах, собранных мечником на Ваге",Цилиндр № 30,цилиндрическая бирка,Троицкий раскоп,Текст 1:Текст 2:Ва[г]а,,'Проценты с двух гривен. Мечниково. Вага' ( ),кириллица,граффито,Текст 1: надпись в четыре строки Текст 2: надпись в одну строку с поворотом на 90° ( ),с небольшими утратами (>85%),,,
44,https://epigraphica.ru/epigraphy/inscription/show/44,1080-1120,«Собранное по жеребьям (участкам)»,Цилиндр № 35,цилиндрическая бирка,Троицкий раскоп,жеребин(-)⸗,,Собранное по жеребьям (участкам)' ( ),кириллица,граффито,,целая (100%),,,
45,https://epigraphica.ru/epigraphy/inscription/show/45,1000-1030,Владельческая надпись мечника Лазоря и запись о сумме дани,Цилиндр № 50,цилиндрическая бирка,Троицкий раскоп,Текст 1:Текст 2:[гр]--[ь],,‘Мешок мечника Лазоря’ ( ),кириллица,граффито,Текст 1: надпись в три строки Текст 2: надпись в одну строку с поворотом на 90° ( ),с небольшими утратами (>85%),,,Вторая запись - сокращение от гривьнъ .
46,https://epigraphica.ru/epigraphy/inscription/show/46,1190-1225,Подпись к изображению ветхозаветной Троицы,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,агіаТрои҃цѧ ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 1 ( )",целая (100%),,,
47,https://epigraphica.ru/epigraphy/inscription/show/47,1190-1225,Подпись к изображению сюжета о свержении Сатаны архангелом Михаилом Монограмма Иисуса Христа на щите в руках у архангела,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text 1с҇сото|im.|на архнгл҇мьМи̇хаилъмь со|im.|остꙋпнꙑ⸗ми ѥ̇го сила·|im.|ми и̇бѣси наре|im.|ченибꙑша ~text 2Іс҃ Хс҃,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 2 ( )",целая (100%),,,
48,https://epigraphica.ru/epigraphy/inscription/show/48,1190-1225,Подпись к изображению сотворения Адама,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,сътвори Бъ҃ · чл҃вка по ѡ̇бра⸗с҇ чл҃вкъ ·въ дш҃ю|im.|живꙋ ~,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 1 ( )",целая (100%),,,
49,https://epigraphica.ru/epigraphy/inscription/show/49,1190-1225,Подпись к изображению изгнания из рая,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ан҃глъ Гн҃ь и⸗,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 2 ( )",целая (100%),,,
50,https://epigraphica.ru/epigraphy/inscription/show/50,1190-1225,Подпись к изображению трудов Адама,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архистратига Михаилатисꙗ о⸗с(ꙋ)женъ бꙑс҇⁘ ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 3 ( )",целая (100%),,,
51,https://epigraphica.ru/epigraphy/inscription/show/51,1190-1225,Подпись к изображению жертвоприношения Авеля,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Авель прино⸗,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 4 ( )",целая (100%),,,
52,https://epigraphica.ru/epigraphy/inscription/show/52,1190-1225,Подпись к изображению убийства Авеля,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,ꙋ̇биваѥ̇тъ · Каинъ ·,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 3 ( )",целая (100%),,,
53,https://epigraphica.ru/epigraphy/inscription/show/53,1190-1225,"Подпись к изображению Адама, называющего животных Подпись к фигуре Адама Подпись к фигуре Евы",Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text 1text 2Адамtext 3Ѥ̇вга,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 4 ( )",целая (100%),,,
54,https://epigraphica.ru/epigraphy/inscription/show/54,1190-1225,Подпись к изображению сна Иакова,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,видѣ И̇ꙗковъ лѣстви⸗|im.|хожахꙋ по неи̇и Гь҃ ·ꙋ̇кр|im.|ѣплѧшесѧ нанихъ ~,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 5 ( )",целая (100%),,,
55,https://epigraphica.ru/epigraphy/inscription/show/55,1190-1225,Подпись к изображению борьбы Иакова с ангелом,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архангелъ Гн҃ь борет(сѧ),,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 6 ( )",целая (100%),,,
56,https://epigraphica.ru/epigraphy/inscription/show/56,1190-1225,Подпись к изображению явления Троицы Аврааму,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Бъ҃ ꙗ̇висѧ А̇врамꙋ,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 5 ( )",целая (100%),,,
57,https://epigraphica.ru/epigraphy/inscription/show/57,1190-1225,Подпись к изображению чуда архистратига Михаила (чудо в Хонех) Подпись к изображению Архиппа Херотопского,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,text 1х҇и·стратигаХв҃а · Михаи̇лаtext 2Архипъ,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 6 ( )",целая (100%),,,
58,https://epigraphica.ru/epigraphy/inscription/show/58,1190-1225,Подпись к изображению трех отроков в пещи огненной,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архн҇глъни⸗де в пе⸗щь|im.|къ ѡтроко⸗мъ и̇ ѿꙗ̇пламе⸗нь ѿ пе⸗щи,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 7 ( )",целая (100%),,,
59,https://epigraphica.ru/epigraphy/inscription/show/59,1190-1225,Подпись к изображению явления архангела Лоту,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,архн҇глъ · Гн҃ъ ꙗ̇висѧ,,,кириллица кириллица ( ),золотая наводка,"левая створка, клеймо 8 ( )",целая (100%),,,
60,https://epigraphica.ru/epigraphy/inscription/show/60,1190-1225,Подпись к изображению царя Давида перед битвой,Южные врата Рождественского собора в Суздале,церковные врата,Собор Рождества Пресвятой Богородицы,Дв҃дъ · цс҇рь · на треплетнꙋ̇ю̇три въвзꙗ камени на брань,,,кириллица кириллица ( ),золотая наводка,"правая створка, клеймо 7 ( )",целая (100%),,,
